"Company","Year","Text"
"Competitors",2021,"I tried the best cookie ever from s! I never tasted a soft, fresh cookie like s Soft Baked Oatmeal Cookies. I was one of the lucky ones to receive a Influenster Mom Voxbox 2012 (complimentary for testing and review purposes from Influenster). The Voxbox comes with several items and one of the items was a  Soft Baked Oatmeal Cookie. It tasted like a homemade oatmeal raisin cookie. The raisins, the oats and you could even taste the cinnamon that's in the cookie. It was so delicious, even my kids loved it! I have 4 kids: 2 year old, 3 year old, 6 year old and a 11 year old and they all enjoyed a piece of the cookie. The little ones even started crying when it was all done. So that definitely means I have to go out and buy some more."
"Competitors",2021,"This is going to be the fastest review you have ever read because this is a great cookie.Thoughts: This is a really ez and fast way for you and your kids to snack on the go, a great way to get your fiber, and its for you. The Run Down: If you are a fan of oatmeal cookies then you'll love these. They are soft and chewy like the name says.The Final Say: I have bought them for my family and my little one loves them. We talk them every where. They are about 3$ for a box of 6. All in all i give these 5 (*****). Ill keep buying them for the family. So go get some for yourself!!"
"Competitors",2022,"These cookies are moist just like homemade cookies!!! By far the best store bought cookie and is a must have in any moms pantry!!"
"Competitors",2022,"I received the oatmeal raisin cookie in my momvoxbox from  and it was pleasantly surprised by how chewy and tasty the cookie was considering that oatmeal raisin cookies are usually hard.  I'm not a big fan of the oatmeal raisin cookies but my little brother loved it and i'll most likely purchase the chocolate chip cookies because their a healthier alternative to most i think :)"
"Competitors",2022,"I love oatmeal cookies, but sometimes they tend to be too hard or too dry! Not these!! These are soft and great to give to my toddler when he wants something sweet. I don't like to give him snacks with too much sugar and these are perfect."
"Competitors",2021,"This is not at all what I was expecting, but better! The cookie was so moist and just delicious! Im not a huge fan of raisins, but in all honestly you could not even tell the cookie had raisins, you couldnt even taste them. Absolutley worth the buy, will be purchasing in the future!!"
"Competitors",2022,"These cookies are  baked, mom and kid approved. They are soft, chewy, and most of all delicious. The texture and taste makes them seem homemade without the hassle of baking."
"Competitors",2020,"Great taste and healthy what more could you ask for. Most cookies of this type are dry and make you think you are eating paper but not with  they are soft and moist!"
"Competitors",2021,"These are so good and soft and chewy! The taste is delicious. I tried the Oatmeal raisin cookies and they were delicious. Definitely recommend!"
"Competitors",2020,"This cookie was actually really yummy.  I'm not usually the type of person to like raisins in my cookies, but these were really good and moist. I will definitely be buying these in the future. :)"
"Competitors",2022,"I got to sample this for free. These were soft and delicious. I actually left this partially eaten on the counter overnight and it was still soft the next day when I finished it. Which is good because my kids only half finish what they start eating. I thought it was a great tasting oatmeal cookie - just better without the raisins. I'm not big on them but I was able to pick them out. They need these just in oatmeal with no other ingredient - like raisins added."
"Competitors",2021,"I received this item in my Mom VoxBox from Influenster. This cookie was very soft and flavorful. Usually you get cookies like this and they are either hard or dry, and that was not the case with  Brand. I'm not a big fan of raisins but they were fine in this cookie. Just the right amount and not over powering.This is one cookie I would purchase on my own, and I'm sure my son will be very happy about it."
"Competitors",2020,"I received this item for free from Influenster in my mom Vox Box. I am not usually a fan of raisins, but this cookie was soft and tasted just like it was freshly baked. I absolutely loved it."
"Competitors",2021,"These cookies are so yummy..They are so soft & don't get stale. I would definitely repurchase these.. I want to try other flavors!"
"Competitors",2021,"I received a sample of your soft baked oatmeal cookies in my Mom VoxBox from .  Within seconds of opening the box my kids were fighting over who would get it!  We all got a taste and it was delicious!  I really liked the flavor and just the right amount of sweetness.  I will definitely buy your product again in my local grocery or on amazon."
"Competitors",2022,"I received a  Soft Baked Oatmeal Cookie in my Influenster Mom Vox Box.As soon as I opened up the box, the cookie was on top. My 5 year old couldn't wait to get her hands on it.She enjoyed every single morsel. And wanted more. So on my next food shopping day, I will definitely be picking up a box. GREAT JOB QUAKER!"
"Competitors",2022,"I received the Soft Baked Oatmeal Cookie in my Influenster Mom Vox Box and I saw the cookie sitting right on top, so of course I opened it and tried it out! This cookie was so soft and chewy that I am totally buying more as snacks for my little cookie monster!"
"Competitors",2020,"I received a  Soft Baked Oatmeal Cookie in my Influenster Mom Vox Box.I opened the box, saw the cookie and ate it right away. I was going to save half for my nephew to try but it was so good I ended up eating both halves any way. Nice and soft and chewy and sooooo yummy. TOTALLY buying more"
"Competitors",2022,"This cookie barely last five minutes in my hands. It was soft & chewy and great on-the-go snack. Its perfect for kids and adults."
"Competitors",2020,"I had the opportunity to try a  Soft Baked  Oatmeal Cookie through Mom VoxBox, and whew was I pleased! I took my sample into work and had it for a snack one night. Soft and with just the right amount of cinnamon in their oatmeal cookie!"
"Competitors",2021,"Normally I'm not a fan of any cookie (other than Oreo) unless its right out of the oven. To me there's just that something extra when it's nice and hot. I took one bit of this thinking I'd be giving the rest of it to my 2 year old daughter. It was DELICIOUS!!! Needless to say, she didn't get any of the cookie. :o) Highly recommend and I will definitely be buying this again!!"
"Competitors",2020,"I am a huge fan of soft cookies so this is top of the line!  I love how soft and flavorful they are.  since they are individually wrapped, it keeps them soft and fresh!"
"Competitors",2020,"I put this is my dad's lunch because he always wants something sweet but I want him to eat healthy. I'm a health-nut & the ingredients in this cookie didn't scare me away. My dad said it tasted home-made (in a good way) & seemed really fresh. The portion size was also good."
"Competitors",2022,"Im not the biggest fan of oatmeal but I really liked this cookie so much that I went and bought a couple boxes!"
"Competitors",2021,"I really liked them they was the best box of cookies I gotten so far I will be getting them again real soon"
"Competitors",2020,"I received a sample of the  Oatmeal cookie in my Influenster voxbox. I'm not a fan of raisins so I let my daughter try it. She loved it. She said she enjoyed the raisins and liked the soft cookie instead of a regular crunchy one."
"Competitors",2020,"The  Cookie, was a great soft cookie to eat. My 3 years old daughter really enjoyed the treat! It was soft, there wasn't any after taste to the cookie.. Just all the yummy goodness.. We tried the Oatmeal raisin cookie and the raisin's were good, they were soft not hard..  Overall I would definitely would buy the  Cookies again.. and would definitely buy another kind other than raisin as well.. I think YOU should try it out. :)"
"Competitors",2021,"When Influenster and  sent me this cookie to try, it looked delicious--but healthy-so you never know!  But, I was delighted because it is good for you and Great Tasting!  Love it!"
"Competitors",2022,"These cookies are great! So yummy! My little boy loved these cookies! Since they are in individual packages, they are great for purses and diaper bags!"
"Competitors",2022,"I thought the cookie was good. It was soft and chewy; however I prefer organic foods and would much  rather have a freshly baked cookie!"
"Competitors",2021,"These cookies were so very scrumptious. They taste homemade and I won't lie... I gobbled it down in mere seconds. I will be purchasing many more."
"Competitors",2022,"Wow, a soft moist & delicious cookie~ has done it again.  Great snack for on the go or to enjoy at home with a nice glass of cold milk. This cookie is large enough to share with two if you have little ones.  The added bonus is its nutritional value!  Grab a box and enjoy!"
"Competitors",2020,"Love the cookies!  I was pleasantly surprised how delicious this was.  I am not usually a soft cookie fan but this one was an exception.  Also, this is a pretty healthy choice if you are craving sweets."
"Competitors",2020,"This cookie was great. It was a little soft, but that's what made it even better. It didn't take long for it to vanish, which might be a bad thing if you lack self control (something I do not possess). I recommend these to everyone unless you are allergic to raisins."
"Competitors",2021,"This cookie is so soft and taste amazing! I was so surprised with how moist and chewy it was, better than home made, believe it or not. My whole family were begging for more, highly recommend trying this!"
"Competitors",2021,"I received this cookie in my Influenster voxbox and LOVED it! It tasted just like what I would make at home. Delicious!"
"Competitors",2020,"I received this cookie from Influenster and  in my Mom VoxBox. I was so excited to get the chance to try this cookie. Then it came and my youngest took it before I got the chance! I was so disappointed but from what I understand from him it is one of the best cookies he has ever had, and it tastes better than the cookies I bake him at home."
"Competitors",2022,"The  Oatmeal cookies are deliciously soft, the cookies are individually wrapped, and I like that because you can take one package on the go and have a good snack a healthy one. I like this Raisins cookies a lot."
"Competitors",2021," Oats Company has been around for over 100 years, and with a track record like that you know that they are doing something right! These soft oatmeal raisin cookies are actually quite good. Each cookie weighs about 1.48 ounces, and is about 170 calories (27 grams of carbohydrates). So, while they are not exactly a low-calorie snack, they aren't too bad either.The nice thing about them is that they are nicely filling, making them a nice afternoon snack, when you need a little something to get you through work. And, while oatmeal raisin cookies are not my favorite snack, I did find these to be quite good. As a matter of fact, that's what I like about them being singly packaged, it keeps me from going back for more!(Review of  Soft Baked Oatmeal Cookie, Raisins)"
"Competitors",2021,"No-one should do oatmeal better than  ....right? Well they have been trying to expand from just the basic oatmeal for some time. These soft cookies are tasty and satisfying. In my family you can tell how good they are by how quickly they disappear. Weel - they disappeared in swift order. In fact I barely got to taste more than one. The general consensus is these are 'just like homemade. There is not greater compliment that can be paid. They are packaged conveniently for inclusion in school lunches etc. They certainly make a great accompaniment for tea or coffee for that unwinding moment all of us need at somour day."
"Competitors",2020,"These cookies are much closer to homemade than most of those break-and-bake cookies out there, with similar nutritional info. Very soft, with lots of plump raisins, great on the go!"
"Competitors",2022,"I like oatmeal and raisin cookies but I don't eat them very often.  That's probably because my wife makes such awesome chocolate cookies.  When I do get an opportunity to try an oatmeal and raisin cookie it is usually from a store-bought package.  I usually come away impressed with how moist these pre-packaged cookies are.  That's what surprised me most about  Soft Baked Oatmeal Cookie;  They're soft but they aren't moist.  There is a distinct soft dryness to the cookies. The taste was good and my grand daughter quickly ate up most of them.  She liked them because they are tasty and soft.  I agree and I guess two out of three criteria is good but I was looking for one more quality"
"Competitors",2020,"Maybe it was the hot weather? Maybe it was the baking process?These cookies, although individually packed (so good for school lunches), came out a bit dry and crumbly.Sure, maybe I am just a messy eater but a soft baked cookie just not crumble as much as the cookies I got crumbled.Maybe if you get them at the supermarket they would be less dry.Maybe if is just a general problem with the way they are produced."
"Competitors",2022,"These cookies come individually wrapped and easy to stash in lunch boxes, picnic baskets, or give to the kids as an after school snack. However, I did not find them to be the most appetizing thing in the world - especially as an adult who is used to low cal or sugar free snacks. Kids hate them. I couldn't get mine to try more than one bite. Even as an oatmeal cookie, they aren't that good. We found them salty and bland. Yes they were soft, but also crumbly, which made a mess. I wouldn't say they are the worst I've ever tried, be definitely not as good as other  products."
"Competitors",2021,"I really liked these cookies. They are sort of firm but not crunchy, so they don't get crumbs everywhere. They worked really well for me as a post breakfast snack (or sadly even breakfast on some days).  They aren't coated in sugar the way a lot of prepackaged oatmeal cookies are.  Each cookie is individually packaged and is easy to open on the go.I'd totally buy these the next time I see them in the store."
"Competitors",2022," is pretty much the oatmeal company, and they have done a nice job with this oatmeal raisin cookie. I liked the convenience of being individually wrapped, which also preserves its freshness. I take one of these along during a round of golf and in my lunch. The cookie is tasty, light and moist. I recommend this to all cookie lovers, especially those fond of oatmeal raisin."
"Competitors",2020,"These large cookies greatly resemble in look and taste the ones you might get in a vending machine.  They are individually packaged and have a soft and chewy texture.  The taste left me pretty unsatisfied as they were pretty bland and tasted too ""processed,"" not like simple and fresh oatmeal raisin cookies.  I would not recommend them personally, although my little ones liked them fine (although I rarely know kids to say ""no"" to a cookie!)."
"Competitors",2020,"I got to this in my Mom VoxBox from Influenster. I don't like oatmeal cookies. So I had my daughter try it and she LOVED it. She said ""Mom, this cookie is really good. Is there another one. I only got one."" I told her no that, that was all. She was really bummed. But I told her that when we go to the store and if we see them we'll make sure to buy them since she likes them so much."
"Competitors",2020,"I was given a chance to sample this cookie when I got my Mom vox box from Influenster and , much thanks. The kids and I shared the cookie it was soft and chewy really good we will be buying them again."
"Competitors",2020,"I was really excited to get this  Soft Baked Cookie in the Oatmeal raisin flavor because this is one of my favorite flavors. Over all the flavor was fabulous with just the right amount of raisins, but I found it to be toooo soft. I do like soft cookies but I had a hard time eating this cookie because it was so soft it crumbled in my fingertips as I tried to take bites so I had to eat it over the wrapper carefully. I also let my 7 year old son and my 12 year old daughter try bites and they loved it and did not care that it was soft and crumbly at all. Overall I would recommend trying them because the flavor is good and maybe they are not all that soft."
"Competitors",2020,"I just wanna say that we are completely hooked on this cookie now! My kids love the product as well! Especially with all the nutritious qualities of the cookie and the great taste! We are def sticking with this from now on!!"
"Competitors",2020,"Love at first bite! Very moist and delicious! Definitely recommend to everyone who is a fan of Oatmeal Raisin cookies."
"Competitors",2020,"I recently tried this product through my  mom vox that I received and I have to admit that I am not a big fan of cookies HOWEVER this has to be the best cookie I've ever tasted thus far so much that I ate the whole thing before I could even record my youtube video, lol."
"Competitors",2020,"This is the best prepackaged cookie I've ever had! They have great flavor, are soft and chewy, and just everything you would expect in a homemade cookie! I was given it in an Influenster voxbox and I can say that I will be purchasing these very often!"
"Competitors",2020,"i actually tried this cookie through  is was really chewy which is how i like my cookies i dont like them hard and crunchy its very good but the after taste left in you mouth is kinda nasty but overall one good cookie"
"Competitors",2021,"I recently tried this cookie as part of an Influenster Mom Vox Box.  Influenster sends out free boxes of products in order for you to test them and give them your feedback. I really enjoyed this cookie!  Most packaged cookies are hard and taste like cardboard but I was pleasantly surprised that this cookie was soft and comparable to a homemade oatmeal raisin cookie.  The nutritional facts weren't too bad for a dessert too.  It was very yummy and filling.  A good sized cookie!  I will definitely be buying some for my family, since I ate this one myself ;)"
"Competitors",2021,"I received a free cookie from Influenster, and it made my week. I normally avoid packaged cookies because I like the chewy freshness of homemade so much better. These had an amazing flavor of cinnamon and spice, and the texture was perfect. I need to go get my own box!"
"Competitors",2022,"I was given a sample of these  Soft Baked Oatmeal Cookies from Influenster.com as part of their Mom VoxBox 2012 for reviewing. I shared my cookie with my 2 1/2 year old daughter. As with any cookie, she loved it! I thought the cookie was delicious. Not overly sweet, but had perfect flavor. It was moist too, unlike some cookies that are dry. My least favorite part was how crumbly it was. It did have a tendancy to crumble quite a bit. Overall, it was a great cookie."
"Competitors",2021,"I received this delicious treat complimentary of Influenster in my Mom voxbox. I did note that was in several crumbly pieces when I opened the package, but it obviously didn't change the taste of the cookie itself. It just made it a little messy to eat, but in my house with a toddler that is nothing new. Speaking of toddler, SHE LOVED IT! She actually wanted more after the package was empty, and was pretty upset when I kept telling her it was all gone. :) Looks like we'll be getting some more to have around the house and maybe a little bribery for the diaper bag. :)"
"Competitors",2020,"I got the opportunity to taste test these awesome cookies from Influenster and  in their Mom VoxBox and found the cookie to be absolutely delicious! It was soft and chewy, just how I like my cookies! My four year old and I shared it and half was enough for each of us and he loved it too!"
"Competitors",2020,"I received the  soft baked oatmeal cookies from  in the mombox. I was very pleased. Not only was it a great sized cookie and was also very soft. It was not dry and it tasted great. i will definitely be purchasing this product!"
"Competitors",2020,"I received the Oatmeal cookie complementary in my Influenster Mom Voxbox and I couldn't be more impressed with the quality of the ingredients and the taste! I will definitely be buying more, especially now that I know they come in these amazing flavors!! Yummy! They are great to have on the go and especially delicious warmed up with some milk!!  And they are not too expensive on the calorie bank either!"
"Competitors",2021,"I tried these cookies as a sample from influnster.com. They are a little sweet for my taste, the kids loved it. They are a good size, about the size of the palm of my hand. At 170 calories each, they are a little hefty to have more than one at a time, but since they are individually wrapped, no worries about waste.  Try them microwaved for about 20 seconds!"
"Competitors",2022,"I received a cookie as part of an Influenster review. I love that it tastes like a fresh cookie from Grandma's oven. I knew I would love it, but was uber pleased to see that my 2 year old loves it as well. This is definitely something that will replace a fruit snack!"
"Competitors",2022,"I received a complimentary  Soft Baked Oatmeal Cookie from Influenster.com for review purposes. This cookie is huge and hearty! This is literally the first Oatmeal Cookie I have ever been able to get my picky teenage son to eat! Very soft! Just like homemade!  has really outdone themselves!"
"Competitors",2021,"These cookies are amazing! They are moist, flavorful and are really satisfying. I can't wait to add them to my teenagers lunches in the fall!"
"Competitors",2020,"These were very tasty, my three year old son even gobbled them up! They are very soft, and as long as you like oatmeal cookies you will love these!"
"Competitors",2022,"For an Oatmeal Raisin cookie this isn't bad at all. Nice and soft, great taste. I like the other flavors of this cookie as well."
"Competitors",2021,"I got a sample of these yummy thangs in my Influenster Mom VoxBox and they are delicious! I shared mine with my toddler and she also loved it, cried when we ran out of cookie! They are nice and soft and really tasty! Go on and get you some, girl!"
"Competitors",2022,"I love  Soft Baked Oatmeal Cookies. They taste so good! They are moist, soft, and just the right size! The first cookie i had i received in my Mom VoxBox from .com. It was so good that the next day I went out and got a whole box! They are great for on the go snacks. I keep one in my purse for when I need a little snack! <a href=""http://www.amazon.com/gp/product/B005KK56JU""> Soft Baked Oatmeal Cookies 6 count box (8.8 oz.), Raisins (Pack of 4)</a>"
"Competitors",2020,"I also received a sample of this cookie from Influenster.  My daughter really enjoyed it. I think it is a little high in sugar to make it a regular treat but I would repurchase it in the future."
"Competitors",2020,"The  Soft Baked Oatmeal Cookies are delicious, I received a complimentary sample from Influencers to try the product and review it.  Well when the Vox Box that contained my complimentary products to try I opened it up infront of the mailbox, on the way up my driveway I ate my cookie.  I absolutely love that these are individually packaged yet a nice size cookie.  You don't feel deprived by throwing just one in your lunch box or purse, and certainly the kids love them.  I think they are very reasonably priced, and plan to stock up on a few boxes.  Perfect for the the beach when you want snacks yet don't want the seagulls attacking open food bags.  Not to mention they are a guilt free snack:-Made with Whole Grain  Oats-Individually packaged-Provides a good source of fiber-Contains 6 grams of total fat per servingDefinite buy, if on sale stock up."
"Competitors",2022,"I recieve sample of this cookie from Influenster to try out. I normally dislike cookie with raisins but this one was good. I will not get these again but thats not because it wasn't a good cookie its because of the raisins. I will how ever try these in other flavors."
"Competitors",2021,"I love these cookies. They have a wonderful chewy texture, a bursting with raisins and taste truly homemade. At first I was concerned the cookies may have picked up some of the flavor from the packaging, but the flavor, while helping to maintain the freshness of the cookies, had  no effect on the flavor. I love the baked through flavor of the cookies, they baked to perfection - not underbaked and certainly not overbaked because they are nice and chewy. I will definitely consider these cookies as a pantry item for when I need a treat, but did not have time to  bake cookies for the kids myself.Disclaimer: I received a Mom Voxbox through Influenster, which contained a sample of  Soft Baked Oatmeal Cookies. The opinion expressed herein are my own personal opinion and have not been influenced by Influenster or any other third party."
"Competitors",2021,"I was one of the lucky moms out there that got picked to receive a MomVoxBox  from Influenster. When I opened the box my youngest son Jordan was sitting with me. Before I had a chance to see what it was he took it and ran off. I was surprised by this, but I opened it up for him and he ate it right up. See my son Jordan is Autistic and he is a very picky eater. He is also picky about his snacks. He hates raisins, I have never been able to get him to eat them . But he loved the  Soft Baked Oatmeal Cookies. Ever since we received these when he sees a  cookie box we have to buy it he thinks they are the same cookies. These are so great they come in their own wrappers so you can take them when you are on the run and they are way healthier then most cookies out there."
"Competitors",2020,"I received a sample of this product to test from Influenster.  I have been a big fan of oatmeal cookies all my life and I put this right on top.  What really impressed me was the sofeness and the taste was just awesome.  If I didn't know better, I'd think they came right out the oven. Lets not forget the wholesome ingredients it contain.  You couldn't ask for a better cookie.  If I didn't know better, I think my mom made these."
"Competitors",2022,"I received a cookie from Influenster. I am not a big fan of oatmeal and raisin cookies,not since my Granny spoiled my taste buds. Ever since then I have tried to find cookies on the market that were comparable to hers, with no luck. I was surprised by this cookie! It tastes so close to the homemade ones that my Granny used to make!! The size is enormous and the raisins are soft and chewy. Definitely worth buying! LOVE IT!"
"Competitors",2022,"I really dislike oatmeal cookies and raisins..I got a cookie from  and this cookie was awesome and made me change my mind about oatmeal raisin cookies. I would def. get these again."
"Competitors",2020,"I am not a big fan of raisin cookies, But I had a taste of their raisin oatmeal cookies & they were delicious ! I am surprised my son loved them too. He had no clue there were raisins in there, They were just that yummy (: I will def be buying more of these. Thanks to Influester for sending me a sample in my 2012 Mom VoxBox."
"Competitors",2022,"I love these soft and chewy cookie from . The cookiew was better than what I expected from a store bought cookie I will buy again"
"Competitors",2022,"I got to try the Raisins Soft Baked Oatmeal Cookie from Influenster via the MomVoxBox.So much flavor! This cookie is just so yummy chewy and soft and delicious. You have got to try it to believe it!You just want to eat every little piece. An awesome treat!"
"Competitors",2021,"First let me say that I tried this product because I received it in my Mom VoxBox from Influenster as a complementary test product.  That said, these cookies are off the hook delicious.  They really do taste just like homemade (I know, because I make my own all the time).I only ate a bite because my son was chomping at the bit to have it and as soon as his little hands got ahold of this cookie, it was gone in seconds and he was asking for more.  We'll certainly be buying a box to keep for when it's just too hot to turn on the oven and make our own!"
"Competitors",2021,"The  Soft Baked Oatmeal Cookies were truly much more moist then other brands.  They had a good oatmeal flavor and were packed with raisins, but were not as sweet as I expected.  After a few bites, I found just a little bit of the cookie was the perfect amount to fill me up and calm my sweet tooth.*I received a free sample of this product from VoxBox in order to provide an honest and accurate review."
"Competitors",2022,"I was Fortunate enough to be sent this item through . I really enjoyed the cookie. It was delicious soft goodness that didn't make me feel as guilty as eating an OreoThank you !"
"Competitors",2020,"These cookies taste fantastic!  Even my picky children love them and ask for them every time we go to the grocery store!"
"Competitors",2022,"I received the  Soft Baked Oatmeal Cookie from Influenster and Loved it! These cooies are one of my favorite packaged cookies."
"Competitors",2021,"I received the  Soft Baked Oatmeal Cookie from Influenster to try.  I am gluten intolerant so my seven year old daughter got the pleasure of trying it.Here is here review:  ""I loved this cookie.  I loved it so much i could eat a bunch of them.I loved this cookie it was so good i wish you could give me more. It was worth five in rating that's how good it really was to me. I wish mommy could try it but it was not gluten free so she could not try it so that was sad. But i loved it.""I have a feeling this will end up in our cart our next grocery trip ;)"
"Competitors",2022,"I love these cookies, they are soooo soft and they taste delicious all of the flavors. They are also not to chewy."
"Competitors",2020,"these are really good cookies. And i can get my 7  yr old to eat them thats always a  +"
"Competitors",2020,"Thanks to Influenster I got the chance to try these yummy  soft baked raisin cookies! It was love at first bite!I like the fact that it's made with whole grain  oats and it provides a good source of fiber. All in all, the soft, chewy, homemade taste makes this one a tough cookie to beat."
"Competitors",2022,"These are some of the best oatmeal raisin cookies ever - I usually bake my own cookies but to be honest I'm not sure I can do better than these!  They are soft, melt in your mouth and bursting with flavor."
"Competitors",2020,"Just after getting this cookie I ate it right up! I love my cookies soft and oatmeal cookies aren't normally the most moist cookie. These had such a great flavor even better than my own homemade ones. My family was not happy that I ate the whole cookie without sharing!"
"Competitors",2020,"These cookies are delicious!!!!!!! my 4 year old loved them i barely got any. great for snacks and on the go."
"Competitors",2021,"These cookies are great to toss in to lunch sack or to grab one on the way out the door. It makes getting a treat more then just eatting the cookie it's something that can be share and experienced anywhere, anytime."
"Competitors",2021,"The cookie was soft, moist and delicious.  You can tell they are packaged fresh as they don't have that stale taste.  My kids and I love them!  They are definitely worth the money."
"Competitors",2021,"I was pleasantly surprised how good this cookie was. To be honeset, I only got to eat 2 bites of it....my 3.5 year old gobbled the rest up!! She's not a big breakfast eater, but she enjoyed this cookie. The raisins were nice and plump, not dried out and hard. Very impressed with the size of it too. This is a great cookie."
"Competitors",2022,"I received a sample of this cookie in my momvoxbox and it was great I had to go out and buy more.I would love to tell everyone to get these great cookies"
"Competitors",2022,"If you are looking for a cookie that taste like grandma makes look no further. These are the best oatmeal raisin cookies I have ever had."
"Competitors",2020,"I received a sample of the soft-baked cookie with raisins from Influenster! The cookie smelt amazing, was soft just as it said, I know it's healthier than regular cookies, and it seemed homemade, straight out of the oven!!! I will be buying some for sure!"
"Competitors",2022,"My kids and I loved this cookie!! It was so tasty and best of all it was good for them too! I highly recommend this product! It was very soft and fresh too!"
"Competitors",2021,"I really enjoy these cookies.They taste like homemade and have lots of healthy whole grain.Love that my teen boy will eat them instead of unhealthy snacks and they fill you up well."
"Competitors",2022,"This is a definite buy. This is the first store bought cookie that Ive ever had that taste like homemade. It so soft and chewy."
"Competitors",2022,"Its soft and chewy. It was a very good cookie even though it came from a bag and wasnt homemade! My kids love these cookies!"
"Competitors",2022,"I absolutely loved this cookie! I tried the oatmeal raisin and can't wait to try the other flavors! I like to eat a little something before I workout, and this cookie really hit the spot. My little kids also really enjoyed them! They are begging for more. Perfect snack for the little guys."
"Competitors",2021,"These cookies are delicious and healthy.  I will be buying these to share with my family.  couldn't have made a better cookie!"
"Competitors",2022,"I was lucky enough to try this cookie in a Mom VoxBox from Infuenster. So glad they gave me a sample because I would have never tried it on my own since I don't really like oatmeal raisin cookies. This cookie was delicious, not too sweet, very soft and chewy and my 17month old daughter also loved it. These cookies will be found in my house from now on."
"Competitors",2022,"Amazing cookie i not one to like oatmeal and raisins but this cookie was really moist and soft. I was so good i bought the other flavors chocolate chip and the berry ones. This cookies are great for the on the go food just throw it in ur bag and go A++++++"
"Competitors",2022,"Wasn't sure if this cookie was going to be as it was described but it was more than what I thought. It was so soft and I love soft cookies I tried the rasian one cant wait to try the rest"
"Competitors",2021,"I am not a huge fan of raisins but the  brand has always been one I loved. I did try the cookie and it was so soft and melted in my mouth . Had a great and healthy taste of whole grains and overall is a good Cookie."
"Competitors",2021,"I really enjoyed these cookies. Great taste and very filling!! Great to pack in lunch, picnic- kids snack. Great that they come individually wrapped- easy to throw in your purse or bag. I would recommend these for kids and adults!"
"Competitors",2022,"i am not an oatmeal cookie lover but I will say that I loved this cookie !!!!!!!!!! it was soft and chewy and that what makes it good"
"Competitors",2020,"These were pretty great. We got the Oatmeal Raisin but to me they tasted like Pumpkin Pie which was even better. My husband and three year old liked them as well. Especially the three year old. These cookies were pretty great. Very dense so one is definitely enough. I want to try another flavor next time too! Maybe something with chocolate!"
"Competitors",2021,"I recently received a sample of this cookie, and I enjoyed it!  The cookie was soft and not too dry.  It was a little spicier than I generally like my oatmeal cookies, but it definitely had some flavor. I wouldn't say that it's my favorite oatmeal cookie ever, but I would be very okay with eating more of them  :)"
"Competitors",2021,"This individually wrapped cookie was moist, soft and chewy. The taste was perfect and it was beyond expectations, the perfect bite."
"Competitors",2021,"Oatmeal is one of my favorite grains and I was very excited to try these cookies, especially a soft variety.  Very yummy!"
"Competitors",2021,"The oatmeal cookie was so soft and chewy. It really was very yummy as well as healthy. Will definitely buy more!"
"Competitors",2022,"Upon recieving this cookie in my voxbox from  I sceptical because you expect cookies in a package to be very dry and more often than not tasteless, the cookie recieved in the package was surprisingly moist and very flavorful, it tasted very good and I will definately purchase them in the future."
"Competitors",2022,"My daughter and I tried the soft baked oatmeal cookies and we both agreed it's delicious!  I rarely purchase premade cookies, because they are too hard for my preference, but this changes my mind.  They are full of flavor.  The oatmeal doesn't overpower the raisins and the raisins don't overpower the oatmeal, it's a perfect balance.  The raisin were soft, not hard like other brands we've tried in the past.  The price for the quality is well worth it."
"Competitors",2022,"I absolutely fell in love with these cookies.  I love my cookies soft and not hard, unless it's an Oreo and then I soften it in milk, but these cookies are hands down the closest I've had to homemade!"
"Competitors",2022,"Less calories than a candy bar! I will take it. I was pleasantly surprised with the taste of the cookie. I thought it wouldn't have much flavor but it does. The spice of the cookie and the raisins make it a delicious treat. Now it is a soft baked cookie but to me it was a tad bit dry. It was still edible and good. I will pick up a box once they are available."
"Competitors",2022,"Got a free sample cookie from @'s Mom voxbox. These cookies are great they are soft and chewy and left me wanting more!"
"Competitors",2020,"I was given a sample of the  Chewy oatmeal cookie from Influenster. I enjoyed the taste and texture of my cookie. I will buy them again if they are on sale or I have a coupon to use."
"Competitors",2020,"Greta cookies and amazing nutrition in them. Would definitely purchase this product. ,y favorite part was the delicious oatmeal put in them."
"Competitors",2022,"I received these cookies to try from Influenster and they were delicious! So soft and yummy and not too small like some store bought cookies are. They tasted homemade and the whole family loved them!"
"Competitors",2022,"liked the flavor just wished it had more oatmeal in the cookie. But i do like how soft it was!!"
"Competitors",2022,"I loved the softness of this cookie but not to keen on oatmeal but I will be buying more of these just not in that flavor. my kids loved the cookie!"
"Competitors",2022,"I've always on the lookout for handy snacks for my teenage son.  he loves soft cookies, so I was thrilled to see the soft baked oatmeal cookie from the masters of oatmeal.  My expectations were high.This is a good cookie, but not a great one, so I was a little disappointed.  The consistency is excellent, just what you would want from a soft baked cookie.  And it is defintely enough for a snack - at 1.48 oz and 170 calories - that's plenty. The raisins, too were outstanding. But the cookie itself was not great tasting. I wanted bigger hunks of oatmeal-- more texture, and there was an aftertaste of the preservatives."
"Competitors",2020,"The Soft Baked Oatmeal Cookies may be the best oatmeal cookies you can eat that are not homemade.  They are well baked to the point had they spent another minute or two in the oven they may be burnt (which is exactly how I like my cookies).  And even though they are soft, they are firm enough they do not crumble in your hand.  And there is enough raisins you will have at least one or more in every bite.  On the flip side, the ingredient list is a bit lengthy with a few ingredients that I cannot pronounce (is a red flag for me)."
